participant,trial,x_orig,y_orig,t,dur,cluster_x,cluster_y,lt_x,lt_y,chosen_method,chosen_x,chosen_y,wb_centres
SS014,1,1508.3,627.2,2922,219,1508.3,599,1463.956,601.7554,cluster,1508.3,599,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,1594.4,624.4,3101,156,1594.4,599,1547.097,596.7794,cluster,1594.4,599,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,990.8,654.8,3361,201,990.8,667,964.3639,642.6365,cluster,990.8,667,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,917.3,653.5,3532,149,917.3,667,893.3494,643.125,cluster,917.3,667,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,849.6,657.7,3847,293,849.6,667,827.9987,649.0735,cluster,849.6,667,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,871.5,712.9,4051,183,871.5,769,849.7661,704.7681,cluster,871.5,769,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,922.6,700.1,4210,141,922.6,735,898.986,690.4678,cluster,922.6,735,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,1,841.3,695.8,4447,210,841.3,735,820.4036,688.0924,cluster,841.3,735,[768 581 838 617;847 581 922 617;931 581 985 617;994 581 1102 617;1111 581 1188 617;1197 581 1280 617;1289 581 1389 617;1398 581 1484 617;1493 581 1566 617;768 615 856 651;865 615 962 651;971 615 1065 651;1074 615 1173 651;1182 615 1282 651;1291 615 1402 651;1411 615 1526 651;1535 615 1648 651;1657 615 1752 651;768 649 850 685;859 649 979 685;988 649 1070 685;1079 649 1154 685;1163 649 1252 685;1261 649 1341 685;1350 649 1427 685;1436 649 1543 685;1552 649 1626 685;768 683 854 719;863 683 973 719;982 683 1051 719;1060 683 1132 719;1141 683 1268 719;1277 683 1361 719;1370 683 1454 719;1463 683 1531 719;1540 683 1650 719;768 717 846 753;855 717 919 753;928 717 1017 753;1026 717 1099 753;1108 717 1208 753;1217 717 1302 753;1311 717 1419 753;1428 717 1504 753;1513 717 1596 753;768 751 869 787;878 751 944 787;953 751 1060 787;1069 751 1160 787;1169 751 1273 787;1282 751 1381 787]
SS014,2,871.4,623,0,713,871.4,601,848.6722,613.1854,cluster,871.4,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,847.3,615.2,176,165,847.3,601,825.3054,605.8336,cluster,847.3,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,809.7,614.7,541,352,809.7,601,788.9788,606.2516,cluster,809.7,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,895,618.6,885,320,895,601,871.4208,608.1208,cluster,895,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,927.5,623.3,1098,198,927.5,601,902.8675,612.1073,cluster,927.5,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,1010.8,620.3,1455,334,1010.8,601,983.3009,606.9966,cluster,1010.8,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
SS014,2,1123.7,626.5,1895,413,1123.7,601,1092.43,610.5282,cluster,1123.7,601,[768 563 828 639;833 563 882 639;887 563 941 639;946 563 1001 639;1006 563 1051 639;1056 563 1110 639;1115 563 1152 639;1157 563 1197 639;1202 563 1256 639;768 613 811 689;816 613 865 689;870 613 924 689;929 613 980 689;985 613 1053 689;1058 613 1107 689;1112 613 1147 689;1152 613 1203 689;1208 613 1252 689;768 663 823 739;828 663 874 739;879 663 924 739;929 663 979 739;984 663 1032 739;1037 663 1094 739;1099 663 1161 739;1166 663 1203 739;1207 663 1251 739;768 713 814 789;819 713 859 789;864 713 906 789;911 713 974 789;979 713 1013 789;1018 713 1072 789;1077 713 1113 789;1118 713 1160 789;1165 713 1220 789;768 763 820 839;825 763 885 839;890 763 945 839;950 763 995 839;1000 763 1052 839;1057 763 1125 839;1130 763 1173 839;1178 763 1231 839;1236 763 1296 839;768 813 818 889;823 813 874 889;879 813 908 889;913 813 953 889;958 813 1018 889;1023 813 1060 889]
